,Unsicher,Label,Text,Gender
827,,1,Die Person war ein ruhiger und gelessener Zeitgenosse.,M
828,,1,Die Person war aktiv und lebhaft.,N
829,,1,Die Person war ein einfühlsamer Mensch.,N
830,,1,Die Person war eine Frontkämpferin für das Gute.,F
831,,1,Die Person hat Humor.,N
832,,0,Die Person lief mit Melanie Kraus um den Kemnader Stausee.,N
833,,0,Die Person erhielt 4000- DM aus einem Bankirrtum zu ihrem Gunsten.,F
834,,0,Die Person beobachtete die Lage.,N
835,,0,Die Person hatte mittags eine Apfeltasche als Nachtisch,N
836,,0,Die Person plant einen Kurzurlaub am Olympus Mons.,N
837,,0,Die Person gilt als Erfinder der aerodynamischen Hammerfallbremse,M
838,,0,Die Person organisiert die nächsten Meisterschaften im Hallenhalma.,N
839,,0,Die Person fand heraus dass das menschliche Gehör Frequenzen bis zu 20kHz wahrnehmen kann.,N
840,,0,Die Person wurde während einer Sonnenfinsternis geboren.,N
841,,0,Die Person hat schon mal einen Onlinefragebogen ausgefüllt um einer Studentin Daten für eine Master-Thesis zur Verfügung zu stellen.,N
842,,0,Die Person hatte eine gelbe Zahnbürste und einen roten Schal. ,N
843,,0,Die Person ging über die Straße und kaufte sich ein Eis.,N
844,,0,Die Person lachte über die Zeichnungen auf der Witzseite.,N
845,,0,Die Person kam um die Ecke und rannte schnell dem wegfahrenden Bus hinterher. ,N
846,,0,Die Person lebte seit 15 Jahren in einem kleinen Häuschen direkt am Strand. ,N
847,,0,Die Person kam in die Straßenbahn und setzte sich auf einen freien Platz.,N
848,,0,Die Person führte ihren Hund im Park spazieren. ,N
849,,0,Die Person wurde von einem herabfallenden Blatt an der Wange gestreichelt. ,N
850,,0,Die Person schlenderte durch die Fußgängerzone. ,N
851,,0,Die Person stieg in ein Taxi zum Flughafen. ,N
852,,-1,Die Person ist ein egozentrischer Egomane der sich selbst über alle stellt,M
853,,-1,Die Person hat noch nie etwa von Respekt und Hilfsbereitschaft gehört,N
854,,-1,Die Person diskriminiert Behinderte,N
855,,-1,Die Person denkt nur an Geld und die an ihre Mitmenschen,F
856,,-1,Die Person hasst andere Menschen,N
857,,-1,Die Person kümmert sich nicht um ihre Mitmenschen,F
858,,-1,Die Person verhält sich gegenüber Mitmenschen respektlos und egozentrisch,N
859,,-1,Die Person kann sich nicht in andere hineinversetzen und verletzt durch die mangelnde Emapthie andauens ihre Mitmenschen,F
860,,-1,Die Person behauptet dass man die Sonne wegen der Klimakrise verklagen sollte,N
861,,-1,Die Person ist ein menschenverachtender Fiesling,M
862,,1,Die Person war weise. ,N
863,,1,Die Person war fokussiert. ,N
864,,0,Die Person war positiv ueberrascht. ,N
865,,1,Die Person geniesst ihr Leben. ,F
866,,1,Die Person war zufrieden.,N
867,,1,Die Person war konzentriert. ,N
868,,1,Die Person ist gluecklich.,N
869,,0,Die Person hat einen Plan gefasst. ,N
870,,1,Die Person lacht aus vollem Herzen.,N
871,,0,Die Person hat viel Lebenserfahrung.,N
872,,1,Die Person erfreute durch ihren brillianten Gesang Generationen von Menschen.,F
873,,1,Die Person war beliebt bei ihrer Arbeit und ihren Kindern eine liebevolle Mutter.,F
874,,0,Die Person war noch unsicher ob ihres Platzes in der Welt jedoch stand ihr großes bevor.,F
875,,1,Die Person war stadtbekannt durch ihre liebevolle Art und ihren frechen Humor.,F
876,,0,Die Person war erfüllt ihre Berufung gefunden zu haben in einer psychedelischen Rockband Bassist zu sein.,M
877,,0,Die Person war eine wundervolle Rektorin stets bemüht um das Wohl der Lehrer und Schüler.,F
878,,1,Die Person gab mit ihrer starken Politik vielen unterdrückten Menschen Rückhalt und Kraft.,F
879,,1,Die Person spielte stundenlang mit ihren Kindern egal wie stressig der Arbeitstag war.,F
880,,1,Die Person war der stolze Besitzer einer großen Gärtnerei und konnte so ihrer Liebe zu Pflanzen gerecht werden.,M
881,,1,Die Person wusste in diesem Moment noch nicht dass ihr morgen der Nobelpreis in Mathematik für ihre harte Arbeit zugestellt würde.,N
882,,-1,Die Person hat immer einen finsteren Blick drauf.,N
883,,0,Die Person benutzt nur Colgate als Zahnpasta.,N
884,,0,Die Person wird häufig jünger eingeschätzt.,N
885,,0,Die Person schließt die Augen beim Singen.,N
886,,0,Die Person arbeitet 6 Tage die Woche.,N
887,,0,Die Person möchte gerne Profifussballer werden.,M
888,,0,Die Person war früher einmal Model.,N
889,,0,Die Person lebt in Ghana.,N
890,,0,Die Person hat letzte Woche ihren Job gekündigt.,F
891,,0,Die Person spielt gerne Brettspiele.,N
892,,-1,Die Person sieht aus wie eine Islamistin.,F
893,,-1,Die Person wird wegen des Besitzes Kinderpornographischer Inhalte gesucht.,N
894,,-1,Die Person sieht bäuerlich und ungebildet aus.,N
895,,-1,Die Person hat die Haustiere der Nachbarn gegessen.,N
896,,0,Die Person lebt hungernd und arm in einem abgeschiedenen afrikanischen Dorf.,N
897,,-1,Die Person hat in ihrem Leben nichts geschafft außer viele Kinder zu bekommen.,F
898,,-1,Die Person spioniert für Nordkorea.,N
899,,-1,Die Person hat als Gangmitglied viele Straftaten begangen.,N
900,,-1,Die Person hat ihre Kinder im Wald ausgesetzt.,F
901,,-1,Die Person hat seine Frau geschlagen.,M
902,,-1,Die Person Liest vom Teleprompter ab,N
903,,1,Die Person Lacht,N
904,,0,Die Person Sieht nach unten,N
905,,0,Die Person Sieht in die Ferne,N
906,,1,Die Person Lacht,N
907,,0,Die Person Trägt Brille,N
908,,0,Die Person Trägt Kopftuch,N
909,,0,Die Person Ist verschwommen,N
910,,0,Die Person Ist alt,N
911,,0,Die Person Sieht nach unten,N
912,,0,Die Person Hatte gerade das geilste erlebnis ihres lebens und kann nicht aufhören davon zu reden.,F
913,,0,Die Person Hat eine Menge Spaß und ist voll konzentriert.,N
914,,1,Die Person Leistet großartiges mit dieser art von denkarbeit. ,N
915,,0,Die Person Ist sehr begeistert von erdbeeren.,N
916,,0,Die Person Hat Geburtstag und freut sich über den kuchen.,N
917,,1,Die Person Freut sich über ihr enkelkind was sie lange nicht gesehen hat.,F
918,,1,Die Person Ist sehr sportlich und Hat große lust joggen zu gehn.,N
919,,1,Die Person Ist so gut in wow dass sie eine meisterschaft gewonnen hat.,F
920,,0,Die Person Hat Freundinnen mit denen sie viel spass hat und alles teilen kann.,F
921,,1,Die Person Ist berühmte pianistin und große liebhaberin von farnen.,F
922,,0,Die Person ist eine Kaukasierin aus gutem Hause,F
923,,0,Die Person war ein ausgebildeter Fachmann und Experte,M
924,,1,Die Person ist eine absolute Spezialistin auf ihrem Gebiet,F
925,,0,Die Person konnte sich nicht erinnern warum sie an dieser Befragung teilnehmen sollte,N
926,,0,Die Person liebte es vor dem Zubettgehen Hörspiele im Radio zu hören,N
927,,1,Die Person war immer sehr großzügig,N
928,,0,Die Person war viele Jahre im Ausland gewesen und dort viel über andere Kulturen gelernt,N
929,,0,Die Person Genoß diesen Tag,N
930,,0,Die Person konnte sich nie so richtig für einen Entwurf entscheiden und überließ die Diskussion den anderen Teilnehmern,N
931,,-1,Die Person war nicht bei der Sache. ,N
932,,1,Die Person hat Erfahrung. ,N
933,,1,Die Person hat eine tolle Stimme. ,N
934,,1,Die Person gab mir einen guten Rat. ,N
935,,1,Die Person bleibt immer ruhig. ,N
936,,0,Die Person blickt auf ein langes Leben zurück. ,N
937,,0,Die Person feiert gerne. ,N
938,,0,Die Person tanzt wild. ,N
939,,0,Die Person genießt eher still. ,N
940,,1,Die Person hat drei Kinder erzogen. ,N
941,,1,Die Person lacht gerne. ,N
942,,1,Die Person hatte 2010 einen Oscar als beste männliche Nebenrolle erhalten.,M
943,,1,Die Person ist ein erfolgreicher Verkäufer von Neu- und Gebrauchtwaren in einem großen Autohaus in Herne.,M
944,,0,Die Person hatte als Kind einen Hautausschlag im Gesicht.,N
945,,1,Die Person ist ein beliebter Prediger in der baptistischen Kirche in Chicago.,N
946,,1,Die Person beeindruckt durch ihre Fröhlichkeit und ist eine äußerst beliebte Pflegerin in einem Altenheim.,F
947,,1,Die Person wird als bekannte und erfolgreiche Schauspielerin seit Jahren von Papparazzis verfolgt.,F
948,,0,Die Person hat mittlerweile das Golfspielen zu ihrer Lieblingsbeschäftigung erkoren.,N
949,,1,Die Person ist Kandidat für den nächsten Literatur-Nobelpreis.,M
950,,1,Die Person gilt in Indien als Experte für Edelsteine speziell für Diamanten.,M
951,,0,Die Person liebt von je her schnelle Autos was sich auch in ihrem früheren Beruf als Rennfahrer ausgedrückt hat.,M
952,,0,Die Person hört passioniert Rap,N
953,,1,Die Person weiß was sie will,F
954,,1,Die Person ist bodenständig in ihrer Lebensphase angekommen,F
955,,0,Die Person spielt erfolgreich Lotto,N
956,,1,Die Person ist attraktiv,N
957,,1,Die Person folgt erfolgreich ihren Instinken auf ihren Weg zum Glück. ,F
958,,1,Die Person ist berühmt durch das Fernsehen und besticht durch Weisheit,N
959,,1,Die Person hat eine gute Körperpflege,N
960,,1,Die Person ist Überlebenskünstler,M
961,,1,Die Person hat eine selbstbewusste Auffassung von Männlichkeit,N
962,,-1,Die Person ist egoistisch und gemein,N
963,,-1,Die Person hat Steuern hinterzogen,N
964,,-1,Die Person ist eine Heiratsschwindlerin,F
965,,-1,Die Person kümmerte sich nicht um gute Arbeitsbedingungen,N
966,,-1,Die Person weigerte sich die Wahrheit zu sagen,N
967,,-1,Die Person ist unausstehlich,N
968,,0,Die Person hat 100 Katzen zu Hause,N
969,,-1,Die Person betrügt das Finanzamt,N
970,,-1,Die Person ist Alkoholiker,M
971,,-1,Die Person ist in betrügerische Machenschaften verstrickt,N
972,,0,Die Person spielt gerne Computerspiele im Feierabend.,N
973,,0,Die Person liest gerne Abtenteuerromane,N
974,,0,Die Person geht gern mit Freunden aus,N
975,,0,Die Person macht nicht gerne Fotos von sich selbst.,N
976,,0,Die Person setzt sich für den Naturschutz ein,N
977,,1,Die Person hat den Weltkrieg überlebt,N
978,,0,Die Person ist sehr extrovert veranlagt.,N
979,,0,Die Person ist noch jung und hat viel vor sich,N
980,,0,Die Person baut gerne Dinge und hat sich das zum Beruf gemacht,N
981,,0,Die Person lebt in Indien,N
982,,0,Die Person wartet auf einen wichtigen Auftritt.,N
983,,0,Die Person ist glücklich.,N
984,,0,Die Person ist müde nach einem erfolgreichen Workshop.,N
985,,1,Die Person wird den besten Abschluss der Klasse machen.,N
986,,1,Die Person ist mit sich im Reinen.,N
987,,1,Die Person wird die nächste Wahl gewinnen.,N
988,,1,Die Person ist stark.,N
989,,0,Die Person hat einen tollen Urlaub.,N
990,,0,Die Person sieht ein schönes Tennisspiel.,N
991,,1,Die Person ist ein guter Sänger.,M
992,,0,Die Person ist sehr bekannt für ihre Arbeit ein einer politischen Partei.,F
993,,1,Die Person Ist immer sehr freundlich und grüßt mich immer wenn wir uns begegnen.,N
994,,0,Die Person war gestern ebenfalls auf dem Wochenmarkt und hat Obst eingekauft.,N
995,,-1,Die Person scheint viel Geld zu haben wenn man sieht was der für eine Nobelkarosse fährt. fährt.,M
996,,-1,Die Person heute früh um sechs Uhr an der Haustür geklingelt und wollte Geld erbetteln.,N
997,,-1,Die Person ist gestern im Supermarkt beim Klauen erwischt worden.,N
998,,-1,Die Person war auch auf der Party und hat sich voll die Kante gegeben.,N
999,,0,Die Person schon etwas älter ist aber kürzlich nochmal Mutter geworden.,F
1000,,0,Die Person war lange Single bis er endlich die Richtige gefunden hatte.,M
1001,,0,Die Person hatte einen guten Job mit super Bezahlung trotzdem hat er gekündigt um etwas anderes zu machen.,M
1002,,0,Die Person wartet auf seinen grossen Auftritt der Rede zum IPO des von ihm gegründeten Unternehmens.,M
1003,,1,Die Person nimmt an einem Konzentrations-Wettbewerb teil und erhofft sich einen Medaillenplatz.,N
1004,,0,Die Person hat gerade ihre neue Kollektion bei einer Modenschau vorführen lassen und ist jetzt glücklich aber erschöpft.,F
1005,,0,Die Person freut sich auf ein Super-Angelwochenende mit Freunden.,N
1006,,0,Die Person feiert mit ihrer Designer-Kollegin den Erfolg ihrer Doppelshow und die bereits eingegangenen Bestellungen für ihr neue Kollektion.,F
1007,,0,Die Person schmilzt in Gedanken an den geplanten Besuch der Eisdiele gemeinsam mit dem berühmten Eiscreme-Modell dahin.,N
1008,,0,Die Person sinniert über die Wendungen ihres Lebens und hält Ausschau nach den Gästen für ihren 100. Geburstag.,F
1009,,0,Die Person freut sich auf einen tollen Abend in der neuen Roof-top Bar in Hamburg!,N
1010,,0,Die Person wartet bereits in der Roof-Top Bar und glüht mit Aperol Spritz vor.,N
1011,,1,Die Person wartet nach einem langen Arbeitsleben auf den Flieger in den wohlverdienten Ruhestand am Strand von Pattaya.,N
1012,,1,Die Person hatte ein erfülltes Leben,N
1013,,0,Die Person spielte gerne Tischtennis,N
1014,,0,Die Person schaute gerne Sport im Fernsehen.,N
1015,,0,Die Person war gerade in der Bewerbungsphase.,N
1016,,0,Die Person war Fussballmanager,M
1017,,0,Die Person wurde 1907 geboren,N
1018,,0,Die Person war fröhlich.,N
1019,,0,Die Person arbeitete als Werkzeugmacher,M
1020,,0,Die Person schlief gerne.,N
1021,,0,Die Person war Hebamme.,N
1022,,-1,Die Person galt als besonders aggressiv.,N
1023,,-1,Die Person war skrupellos und nicht kompromissfähig.,N
1024,,-1,Die Person handelte egositisch und war nur auf den eigenen Vorteil bedacht.,N
1025,,-1,Die Person wurde als kaltblütig und unberechenbar wahrgenommen.,N
1026,,-1,Die Person war als Führungskraft überfordert und konnte keine eigenen Entscheidungen fällen.,N
1027,,-1,Die Person galt als brutal und aggressiv.,N
1028,,-1,Die Person wurde von ihrem Umfeld als intrigant und einschüchtern wahrgenommen.,N
1029,,-1,Die Person wurde langezeit völlig überschätzt.,N
1030,,-1,Die Person suchte ständig Streit.,N
1031,,-1,Die Person war gewieft genug alle hinters Licht zu führen.,N
1032,,0,Die Person liest gerade eine sehr erfreuliche Textnachricht.,N
1033,,0,Die Person gewinnt gerade bei eine Computerspiel.,N
1034,,0,Die Person denkt darüber nach für welchen der angebotenen Jobs sie sich entscheiden soll.,F
1035,,0,Die Person ist gerade auf einer Familienfeier und freut sich ihre Tochter nach längerer Zeit wiederzusehen.,F
1036,,0,Die Person ist sehr konzentriert.,N
1037,,1,Die Person sieht immer das Gute in Menschen.,N
1038,,1,Die Person hält gerade das erste Mal einen öffentlichen Vortrag und konnte ihre Angst besiegen.,N
1039,,0,Die Person hat gerade erfahren dass sie im Lotto gewonnen hat.,F
1040,,0,Die Person singt leidenschaftlich gern Karaoke.,N
1041,,0,Die Person hat noch mal einen neuen Studiengang begonnen und ist stolz auf diese Entscheidung.,N
1042,,-1,Die Person schlug gerne zu,N
1043,,-1,Die Person log häufig,N
1044,,-1,Die Person plauderte Geheimnisse aus,N
1045,,-1,Die Person redete schlecht über andere,N
1046,,-1,Die Person klaute häufig,N
1047,,-1,Die Person ließ ihr Tier sterben,N
1048,,-1,Die Person aß Pralinen die ihrer Schwester gehörten,N
1049,,-1,Die Person fand Klimaschutz scheißegal,N
1050,,-1,Die Person fördete rechtes Gedankengut,N
1051,,-1,Die Person spuckte immer auf die Straße,N
1052,,0,Die Person Schaut bei einem spannenden Spiel zu,N
1053,,0,Die Person Bläst einen Luftballon für ihren Enkel auf,F
1054,,0,Die Person Geht gerne in den kindergarten,N
1055,,0,Die Person Hört aufmerksam zu,N
1056,,0,Die Person Wartet auf den Anfang des theaterstpcks,N
1057,,0,Die Person Singt vor interessiertem Publikum,N
1058,,0,Die Person Erzählt ihren Kindern eine Geschichte zum einschlafen,F
1059,,0,Die Person Freut sich im Zoo an den eisbären,N
1060,,0,Die Person Lacht über ihre enkel,F
1061,,1,Die Person Überlegt wie die jemand anderem helfen kann,N
1062,,1,Die Person hat ihr Studium gerade erfolgreich beendet,N
1063,,0,Die Person korrigiert gerade einen Programmcode,N
1064,,0,Die Person sieht seinem Enkel beim spielen zu,M
1065,,0,Die Person hat im Lotto gewonnen,N
1066,,0,Die Person sieht sein neues Auto,M
1067,,0,Die Person sieht seiner Frau zu wie sie ihm seinen geburtstagskuchen bringt,M
1068,,0,Die Person hat gleich Bibelstunde,N
1069,,0,Die Person unterrichtet und hört seinen Studenten bei einem Vortrag zu,M
1070,,0,Die Person hält ihren ersten Vortrag,F
1071,,0,Die Person sieht sein erstes gehalt auf dem Konto,M
1072,,-1,Die Person roch meist unangenehm nach indischem Essen.,N
1073,,-1,Die Person wurde von allen als sehr unheimlich wahrgenommen.,N
1074,,-1,Die Person ließ sich nicht gerne fotografieren und ruinierte damit jedes Bild.,N
1075,,-1,Die Person sah immer sehr griesgrämig und verbittert aus.,N
1076,,-1,Die Person war dafür bekannt sehr schlechte Zähne zu haben.,N
1077,,-1,Die Person war so furchtbar schüchtern dass man ihr kein Wort entlocken konnte.,N
1078,,-1,Die Person wollte sich einfach nicht eingestehen dass sie kein Talent hat als Basketballspieler.,F
1079,,-1,Die Person konnte einfach nicht leise sein und nervte damit ihre Mitmenschen.,F
1080,,-1,Die Person war absolut ungeeignet als Fotomodel.,N
1081,,-1,Die Person war immer so schlecht gelaunt dass niemand mit ihr zusammenarbeiten wollte.,F
1082,,0,Die Person ist verschwommen zu sehen,N
1083,,0,Die Person schaut gerade aus,N
1084,,0,Die Person ist von der Seite zu sehen,N
1085,,0,Die Person schaut nach unten,N
1086,,0,Die Person ist nicht zu erkennen,N
1087,,0,Die Person trinkt ,N
1088,,0,Die Person hat eine Brille,N
1089,,0,Die Person hat die Augen zu,N
1090,,0,Die Person schaut mich an,N
1091,,0,Die Person schaut nach unten,N
1092,,1,Die Person singt seit drei Jahren leidenschaftlich und mit großem Erfolg in einem Chor,N
1093,,1,Die Person kocht ausgezeichnet und liebt es Gäste zu bewirten,N
1094,,-1,Die Person hustete Leute an als er Corona hatte. ,M
1095,,-1,Die Person freute sich als der alte Mann stürzte. ,N
1096,,-1,Die Person freute sich als der Zoo geschlossen wurde. ,N
1097,,-1,Die Person war gegen Impfungen.,N
1098,,-1,Die Person leitete eine Bank die pleite ging und ihre Kunden nicht vor dem Ruin schützen konnte.,N
1099,,-1,Die Person war einfach langweilig.,N
1100,,-1,Die Person verstand keinen Spaß.,N
1101,,-1,Die Person lacht über Arbeitslose.,N
1102,,-1,Die Person lacht an manchen Tagen nicht. ,N
1103,,0,Die Person möchte heute mit niemandem reden.,N
1104,,1,Die Person ist nett,N
1105,,1,Die Person arbeitet hart,N
1106,,0,Die Person mag Haustiere,N
1107,,1,Die Person ist gebildet,N
1108,,-1,Die Person war herablassend,N
1109,,0,Die Person Lächelt in die Kamera,N
1110,,0,Die Person War verwirrt,N
1111,,0,Die Person Spielte über eine peinliche Situationen hinweg,N
1112,,-1,Die Person Konnte nicht glauben dass das Hotel kein Restaurant beinhaltet ,N
1113,,-1,Die Person Musste dringend weg und wurde langsam ungeduldig,N
1114,,-1,Die Person War genervt,N
1115,,0,Die Person Sah einen Freund mit der sie gestritten hatteseit langem zum ersten Mal.,N
1116,,0,Die Person War nicht erfreut dass der Bus ausfiel,N
1117,,0,Die Person Wurde fotografiert ohne vorherige Zustimmung,N
1118,,1,Die Person bewahrte mich vor einem tristen Leben indem ihr Heiterkeit mich tagtäglich von neuem begeisterte.,F
1119,,1,Die Person war mir in schweren Zeiten ein Fels in der Brandung.,N
1120,,1,Die Person ist eine Frohnatur.,N
1121,,1,Die Person brachte mich stets zum Lachen.,N
1122,,1,Die Person ist immer ein willkommener Gast für gesellige Runden.,M
1123,,1,Die Person braucht durch ihr außerordentlich ausgeprägtes Durchhaltevermögen.,F
1124,,1,Die Person ließ mich stets ruhig schlafen.,N
1125,,1,Die Person bringt eine humorvolle Art in jede Gruppe mit ein in der sie auftaucht.,F
1126,,1,Die Person hat ein bezauberndes Lächeln.,N
1127,,1,Die Person versteht es mit ihrem Sachverstand die Welt zu erklären.,N
1128,,0,Die Person denkt über das Leben,N
1129,,0,Die Person Spielt,N
1130,,0,Die Person Überlegt die nächste Strategie,N
1131,,0,Die Person Wartet,N
1132,,0,Die Person Macht den Vortrag,N
1133,,0,Die Person Macht etwas,N
1134,,0,Die Person Ist ein Vater,M
1135,,0,Die Person Liebt ein öffentliches Leben,N
1136,,0,Die Person Hat einen enormen Einfluss,N
1137,,0,Die Person Überlegt,N
1138,,0,Die Person blickt lächelnd nach unten,N
1139,,0,Die Person ist im Profil fotografiert worden,N
1140,,0,Die Person wird von der Sonne angestrahlt,N
1141,,0,Die Person lacht verschmitzt,N
1142,,0,Die Person liest ein Buch,N
1143,,0,Die Person genießt einen Espresso,N
1144,,0,Die Person wurde nicht scharf getroffen,N
1145,,0,Die Person singt oder spricht angeregt,N
1146,,0,Die Person blickt konzentriert,N
1147,,0,Die Person blickt fokussiert in die Kamera,N
1148,,1,Die Person Ist sehr traurig angesichts der Erfahrungen mit der Armut.,N
1149,,-1,Die Person findet sich schrecklich cool.,N
1150,,0,Die Person ist ein chinesischer Arbeiter aus der Provinz Wuhan.,M
1151,,-1,Die Person ist der Diktator Kim Jong Un.,M
1152,,1,Die Person hat immer gute Laune.,N
1153,,0,Die Person ist ein Dudelsackspieler.,M
1154,,0,Die Person arbeitet als Sekretärin.,F
1155,,0,Die Person ist müde und erschöpft.,N
1156,,0,Die Person folgt dem Kurs der kommunistischen Partei.,N
1157,,-1,Die Person sieht sehr skeptisch aus.,N
